user_id,game_name,payment_date,revenue_amount_usd
7ew71UmoMb73L41PM/YL/w==,game 3,5/17/2022,13.95
ShEJVi+TtuQlvdw2uetd/Q==,game 3,6/8/2022,14.07
DqezK7HAqZ+GovyRuzxD1A==,game 3,5/19/2022,19.38
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,7/21/2022,12.63
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,12/27/2022,31.5
WDsSR+yQGqoMMBfCxqkZlw==,game 3,6/25/2022,24.63
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,10/29/2022,15.78
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,7/26/2022,13.71
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,8/2/2022,23.1
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,6/8/2022,18.99
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,11/9/2022,17.67
K/6KHxREKTlFZXRfBNVNuQ==,game 3,4/4/2022,23.79
WHwqHTWZHdOrSBFh/vackQ==,game 3,10/19/2022,30.36
wDXJbTe2RLmAMKsPm5zZDg==,game 3,5/22/2022,20.61
jVhb69DTRT5TSWYEiUrlbg==,game 3,5/25/2022,23.34
HxWcXHURvvtOJkrXAcDxQg==,game 3,10/2/2022,15.06
2KL9Q4TKLCcD4cngwhx6Dg==,game 3,10/7/2022,16.44
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,9/19/2022,18.24
BLnx9pj0y+SVkckLR/01qw==,game 3,9/2/2022,14.67
DqezK7HAqZ+GovyRuzxD1A==,game 3,5/22/2022,23.7
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,11/6/2022,40.68
LO9NuZYI6zP2HXEBAS4wpw==,game 3,12/6/2022,17.34
AN9at3LlvDamqXq8dvHD4w==,game 3,8/12/2022,25.44
wDXJbTe2RLmAMKsPm5zZDg==,game 3,8/24/2022,55.08
G9053rs6jbKItKUhrUdLew==,game 3,11/5/2022,16.98
3Whh6FLR1MSfsuHKVdCEYQ==,game 3,9/1/2022,19.74
B4b6v6eUHvAVOeAQk6EEiw==,game 3,7/21/2022,20.79
d7kiN4CYGndV2/L4yQeZ4g==,game 3,8/29/2022,21.12
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,10/25/2022,17.37
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,3/1/2022,15.06
7SeM1pmnTTTXfhI+x3ldng==,game 3,4/22/2022,31.35
+XPKfmhBmI2NdGQ96Iaysg==,game 3,10/22/2022,16.35
L3waZ4UDUTOCMfVcL29lGQ==,game 3,12/15/2022,17.19
4oH5e29koOH9zNYW8Kwcsg==,game 3,5/17/2022,12.99
HQB3hZuYcu0z8jVIl5bbug==,game 3,11/2/2022,12.81
AuJNw7SH8b7lM4j46bNr8A==,game 3,11/21/2022,16.35
7SeM1pmnTTTXfhI+x3ldng==,game 3,10/6/2022,37.44
LO9NuZYI6zP2HXEBAS4wpw==,game 3,11/17/2022,21.45
3iITAz/ADjFv3PDTgTjxSg==,game 3,8/28/2022,16.23
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,5/2/2022,26.19
WDsSR+yQGqoMMBfCxqkZlw==,game 3,6/17/2022,27.87
Veep00i4vvZbTAVD6GMoiA==,game 3,10/15/2022,26.19
WDsSR+yQGqoMMBfCxqkZlw==,game 3,7/8/2022,25.23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,4/14/2022,12.09
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,10/31/2022,21.39
7SeM1pmnTTTXfhI+x3ldng==,game 3,3/9/2022,17.46
2FYEYdoJMUOtbJ6TruruWA==,game 3,10/2/2022,23.88
Bcs3CbYx2EpbL9otxlEUmg==,game 3,7/24/2022,20.1
8ncYOMYXeKDelzX40EnuLA==,game 3,7/3/2022,25.08
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,4/20/2022,17.49
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,6/30/2022,23.46
pz7LUOs9i7xgncmHVxQvOw==,game 3,6/9/2022,30.42
wRHnn4opzbqIBjFFNpBJtw==,game 3,11/6/2022,13.68
va4krMfpHwzELV/AUI7WHQ==,game 3,8/31/2022,21.12
8ncYOMYXeKDelzX40EnuLA==,game 3,12/19/2022,16.92
H2Tik+BqoLgAQX4uSw/8vA==,game 3,6/30/2022,16.41
YC2fZQTQXV2UR1/WHDrVqw==,game 3,12/10/2022,26.31
crKNTIblJ0113SKEtSJQHw==,game 3,5/17/2022,20.16
lJW2nxFOiXDfsmSrwGsFQw==,game 3,8/21/2022,12.18
ildaqkizLaFesmkjCvlzmQ==,game 3,8/3/2022,16.77
RQBsCvxlogTNUidSygqgcQ==,game 3,11/27/2022,14.07
5n2VR2SS79K3vJ0/V2A8RQ==,game 3,9/23/2022,18.99
V7J42heW8l19wiBJ8UpRyw==,game 3,6/24/2022,13.41
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,10/27/2022,22.65
k+mv8oxK5y+607GU9LGO+A==,game 3,10/10/2022,18.78
BH4aptg763J0WNnw0OS9hw==,game 3,7/14/2022,15.21
CfgvA7ntuRJL/qdscwgMVw==,game 3,9/7/2022,15.06
MRcEXu/KG95hsIyJM/816A==,game 3,8/10/2022,12.66
jQW6YmVUlZdePPY7F9NgMg==,game 3,11/19/2022,14.58
DorDcyqBWMg5IEaflqn5Xw==,game 3,9/9/2022,19.47
qmZRB16NnnCdNHWUcSyVDQ==,game 3,6/6/2022,12.75
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,10/9/2022,31.02
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,3/7/2022,17.46
pLOCMIX+imLIzoDehgdOPA==,game 3,8/14/2022,34.95
mEqQ5vHXzsdrqHAQT3zs+g==,game 3,11/16/2022,12.54
7zai/c69uF/NhB95HgKuYw==,game 3,8/31/2022,18.39
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,10/27/2022,22.77
lJW2nxFOiXDfsmSrwGsFQw==,game 3,12/1/2022,14.88
xVwGwMaEG1yZydv5VIfEQA==,game 3,7/22/2022,15.87
1KzlDBp5hORL7Y5PBaB+0g==,game 3,12/12/2022,21.72
mEqQ5vHXzsdrqHAQT3zs+g==,game 3,12/27/2022,14.88
q/Tz1C31XWaBUDrRn2ezDw==,game 3,6/8/2022,21.87
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,7/25/2022,29.76
cOCixiBbcAHemYgbNdoTcw==,game 3,10/21/2022,27.27
cv6g2/jSkR+FwO58WY85DQ==,game 3,9/11/2022,30.72
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,11/14/2022,28.14
Hamw6F2EZmJfI2glmE2NEg==,game 3,4/29/2022,23.58
juwM8fLyplCQTgKTP8dJgQ==,game 3,8/10/2022,13.65
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,10/27/2022,17.88
7zbxKst2yi3pfdVI8iEChw==,game 3,12/26/2022,13.05
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,12/1/2022,28.59
fvYhEtD56gROaXqCi9/z/Q==,game 3,12/29/2022,16.23
RsmjZqhi61Kd7U5ihaXhDw==,game 3,9/1/2022,20.07
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,6/16/2022,12.84
ABuPH1LovAomZwU+2iw0Lw==,game 3,8/25/2022,13.74
HxWcXHURvvtOJkrXAcDxQg==,game 3,8/25/2022,16.23
iFnn4bfYgNs8OS5MCcLjeA==,game 3,4/25/2022,18.39
wDXJbTe2RLmAMKsPm5zZDg==,game 3,5/7/2022,15.9
lHTzlMgVj6HJZc31yCCDng==,game 3,10/26/2022,25.44
3iITAz/ADjFv3PDTgTjxSg==,game 3,4/7/2022,22.68
CfgvA7ntuRJL/qdscwgMVw==,game 3,11/20/2022,17.28
PzG6g7FMYUPp0RMvXhfesQ==,game 3,11/9/2022,13.74
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,11/20/2022,29.04
7GE5h/3N3lcro3K9T3aujw==,game 3,4/19/2022,21.18
QZBiEFECZAgVl5IkN9/cFw==,game 3,9/3/2022,23.31
xnLJlU804PSS9tXKmm7gZQ==,game 3,11/4/2022,17.37
D0sawvsyqnyUMXNy+aXo7Q==,game 3,10/3/2022,16.23
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,5/26/2022,18.75
dUXVADLWvf2uvh+Q6TNrMw==,game 3,12/6/2022,13.59
7BqUeLmbiug63XrWs2+ZQQ==,game 3,10/10/2022,31.44
7EPlnA7OQ9MhMx+od6FA9g==,game 3,3/20/2022,35.25
1BBMagZRq/39AV1l2rm4Iw==,game 3,11/28/2022,17.64
pLOCMIX+imLIzoDehgdOPA==,game 3,7/29/2022,61.14
AN9at3LlvDamqXq8dvHD4w==,game 3,9/14/2022,12.84
bBOj8UKjraXzMIPrGBdCrQ==,game 3,10/22/2022,12.21
UFVjte0RzYKTngAiVvjqPQ==,game 3,12/16/2022,14.01
SwiAKdzn0b+A4XegM5x0Hw==,game 3,12/28/2022,29.46
pLOCMIX+imLIzoDehgdOPA==,game 3,9/21/2022,16.35
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,8/17/2022,20.34
Lug+Yg90jslWgHEN6dc+Ng==,game 3,4/6/2022,21.48
0A5RkQrm+GBgG7KSFk/xhw==,game 3,11/17/2022,21.54
yFNWN0sYyxkSJ+yLRq1WqA==,game 3,11/15/2022,26.25
QZBiEFECZAgVl5IkN9/cFw==,game 3,10/14/2022,17.01
crKNTIblJ0113SKEtSJQHw==,game 3,7/4/2022,29.04
Lug+Yg90jslWgHEN6dc+Ng==,game 3,4/26/2022,21.18
HxWcXHURvvtOJkrXAcDxQg==,game 3,8/31/2022,32.13
iFFApiXZ2wPdS666BLpKZw==,game 3,8/14/2022,18.42
e/6IajqZ922YY1rh2ErMJQ==,game 3,9/28/2022,18.75
gPRMy8HkmaiyX+13OxuP/A==,game 3,7/11/2022,38.7
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,3/25/2022,19.95
wDXJbTe2RLmAMKsPm5zZDg==,game 3,10/10/2022,14.46
BDvlXttM/hbupcLic+5ZWg==,game 3,11/10/2022,17.61
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,11/8/2022,16.17
crKNTIblJ0113SKEtSJQHw==,game 3,8/10/2022,21.84
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,4/12/2022,20.64
7GE5h/3N3lcro3K9T3aujw==,game 3,3/20/2022,14.7
xnLJlU804PSS9tXKmm7gZQ==,game 3,7/16/2022,13.83
zeu++qOqokuGcT0ghN97bQ==,game 3,10/15/2022,19.2
ShEJVi+TtuQlvdw2uetd/Q==,game 3,5/17/2022,27.87
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,9/27/2022,18.12
qmZRB16NnnCdNHWUcSyVDQ==,game 3,12/1/2022,28.59
HWpnvfSvYzUsQCcCKhetIg==,game 3,9/8/2022,15.87
GEAVJz1gd3SThbDZR01fcA==,game 3,4/27/2022,43.14
9U26VpwYC1aliSUokeNK6A==,game 3,11/26/2022,22.98
V7J42heW8l19wiBJ8UpRyw==,game 3,11/17/2022,22.29
WDsSR+yQGqoMMBfCxqkZlw==,game 3,7/5/2022,31.29
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,4/19/2022,16.32
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,5/23/2022,18.06
qmZRB16NnnCdNHWUcSyVDQ==,game 3,11/30/2022,27.18
06RPvlsFPCmM9ag+iSM/Ag==,game 3,11/28/2022,12.27
hJC/g1L2PFnPlGoqsvD2/g==,game 3,10/25/2022,15.54
JZddlB04roDQYT2zrRPBcA==,game 3,8/7/2022,12.45
IdKyooyTjAbvCA7p+ujKCw==,game 3,7/9/2022,31.92
K5c4Zypq0/6iQYmv/Dqm5A==,game 3,11/6/2022,18.12
Bcs3CbYx2EpbL9otxlEUmg==,game 3,3/6/2022,14.43
7ew71UmoMb73L41PM/YL/w==,game 3,7/26/2022,24.66
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,10/13/2022,22.89
7RkS5ikrXwWByJobMXv2sA==,game 3,11/11/2022,30.24
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,7/9/2022,24.93
9I0ppB2UxsJPIO8BpHQfEw==,game 3,11/14/2022,12.81
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,4/19/2022,18.39
0A5RkQrm+GBgG7KSFk/xhw==,game 3,11/15/2022,15.27
wRHnn4opzbqIBjFFNpBJtw==,game 3,11/20/2022,16.8
F03P4YcFbbtcWUlujjIQmQ==,game 3,10/13/2022,15.33
xiXTXOEbWU+HnGOUmgc9/w==,game 3,5/19/2022,15.21
xnLJlU804PSS9tXKmm7gZQ==,game 3,9/19/2022,12.18
HWpnvfSvYzUsQCcCKhetIg==,game 3,8/31/2022,24.72
r9AjQVS2nstu5lpVmDlihA==,game 3,10/25/2022,22.8
QZBiEFECZAgVl5IkN9/cFw==,game 3,5/16/2022,15.51
+XPKfmhBmI2NdGQ96Iaysg==,game 3,7/3/2022,16.98
Veep00i4vvZbTAVD6GMoiA==,game 3,7/6/2022,18.42
mRT725ZK68AhE3Sk9xH5cw==,game 3,11/12/2022,17.28
BOcGlFXXESDUbttxDzQIQw==,game 3,8/15/2022,16.29
6NexxpTuLaFmuoksJ0l8rg==,game 3,12/3/2022,24.3
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,5/28/2022,18.72
0A5RkQrm+GBgG7KSFk/xhw==,game 3,5/30/2022,13.8
eoqO46DzxSrKA2rredUNyQ==,game 3,10/19/2022,14.04
VAduzk1Og0uicXfMLD3VbQ==,game 3,9/28/2022,12.06
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,9/25/2022,36.84
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,4/25/2022,13.95
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,8/24/2022,12.51
3iITAz/ADjFv3PDTgTjxSg==,game 3,8/14/2022,18.75
WMcncRFNp4e91e/Y3CwEvQ==,game 3,11/2/2022,15.84
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,7/2/2022,30.99
pz7LUOs9i7xgncmHVxQvOw==,game 3,6/13/2022,18.66
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,12/22/2022,35.31
DqezK7HAqZ+GovyRuzxD1A==,game 3,6/16/2022,28.56
jQW6YmVUlZdePPY7F9NgMg==,game 3,9/29/2022,12.12
dpfu6t8G4blqMn55KM8bSg==,game 3,10/7/2022,28.17
7ew71UmoMb73L41PM/YL/w==,game 3,8/23/2022,23.1
xVwGwMaEG1yZydv5VIfEQA==,game 3,11/8/2022,13.5
jVhb69DTRT5TSWYEiUrlbg==,game 3,9/28/2022,22.2
ytNOQh7e6qNGQNC0T3RBxw==,game 3,7/16/2022,14.13
QZBiEFECZAgVl5IkN9/cFw==,game 3,7/15/2022,15.18
RQBsCvxlogTNUidSygqgcQ==,game 3,5/5/2022,12.18
K/6KHxREKTlFZXRfBNVNuQ==,game 3,6/29/2022,14.64
RQBsCvxlogTNUidSygqgcQ==,game 3,7/6/2022,29.34
n8oSWohH4Vi8muIgqbRC+Q==,game 3,12/1/2022,26.7
A6QTeGOKjaGkGkRCFqNybw==,game 3,8/3/2022,14.85
v9uJC6CIm0KR00+LpWQUBg==,game 3,11/10/2022,28.35
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,7/15/2022,22.5
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,10/21/2022,13.56
pLOCMIX+imLIzoDehgdOPA==,game 3,6/20/2022,20.76
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,3/5/2022,23.04
Bcs3CbYx2EpbL9otxlEUmg==,game 3,8/18/2022,30.57
zSepnWFgLH0tQb1s4mxKZQ==,game 3,12/25/2022,24.27
prNQwR2IPPsvGpFgOpcGaQ==,game 3,3/28/2022,15.66
orbgZNBGuhZZx63HTAbyIw==,game 3,8/29/2022,16.11
v9uJC6CIm0KR00+LpWQUBg==,game 3,9/28/2022,18.21
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,3/21/2022,17.13
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,5/29/2022,13.26
WDsSR+yQGqoMMBfCxqkZlw==,game 3,5/8/2022,29.91
pLOCMIX+imLIzoDehgdOPA==,game 3,8/12/2022,28.44
IdKyooyTjAbvCA7p+ujKCw==,game 3,5/28/2022,37.05
XE2e8BsmBo72HxABlJmsRw==,game 3,3/27/2022,22.71
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,9/1/2022,27.54
ilnMSoPJHAYMegDX02XG+w==,game 3,4/19/2022,30.06
ZmjMhgyYl6o8iFq964FEWg==,game 3,8/17/2022,28.8
zSepnWFgLH0tQb1s4mxKZQ==,game 3,6/2/2022,25.56
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,8/3/2022,16.77
CfgvA7ntuRJL/qdscwgMVw==,game 3,12/16/2022,17.52
T+RA0/fgzbUBLF89D4AEDA==,game 3,4/17/2022,23.07
Np8MbaAllrt9d2F+g1ZvJQ==,game 3,9/4/2022,23.85
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,8/16/2022,27.45
URpBYMANMt6h5bDmQtNfwg==,game 3,12/6/2022,25.89
l3sFUsG2qpcnrEzwRnjvtQ==,game 3,4/17/2022,16.23
HQB3hZuYcu0z8jVIl5bbug==,game 3,10/15/2022,21.39
va4krMfpHwzELV/AUI7WHQ==,game 3,10/31/2022,12.27
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,9/7/2022,16.95
BDvlXttM/hbupcLic+5ZWg==,game 3,11/20/2022,13.14
jVhb69DTRT5TSWYEiUrlbg==,game 3,10/6/2022,18.33
xnLJlU804PSS9tXKmm7gZQ==,game 3,7/11/2022,21.51
gPRMy8HkmaiyX+13OxuP/A==,game 3,6/28/2022,21.21
HWpnvfSvYzUsQCcCKhetIg==,game 3,8/9/2022,19.08
4btLP2zvi8eBV0t08fdkKQ==,game 3,6/17/2022,12.93
Bcs3CbYx2EpbL9otxlEUmg==,game 3,3/22/2022,16.62
fvYhEtD56gROaXqCi9/z/Q==,game 3,11/25/2022,18.99
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,6/29/2022,30.36
GOl6BQXsy0zvbvIWIoKEQw==,game 3,7/21/2022,18.54
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,8/29/2022,17.37
iIytnKqiHLJVVoC/S4HgPQ==,game 3,7/2/2022,12.51
Q6BQCpZ1b6I15evvHZ6xYA==,game 3,10/11/2022,27.18
V7J42heW8l19wiBJ8UpRyw==,game 3,6/5/2022,18.54
WDsSR+yQGqoMMBfCxqkZlw==,game 3,6/13/2022,18.54
fDgyPW0yy0+9ietMvl0vmA==,game 3,11/15/2022,20.19
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,10/4/2022,23.64
zmZPan/KZoyrIR2r/SvLdA==,game 3,8/28/2022,26.82
3Xuq0acIoGEgw19qflIoog==,game 3,6/29/2022,12.69
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,4/25/2022,29.82
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,10/30/2022,23.1
WSQTlRZJRg4Rb+rqe56nJg==,game 3,12/6/2022,13.98
4b7l8C489HEJirtoe7xtFg==,game 3,3/28/2022,13.56
geIiJ1L04w2qAE0qzQUb2g==,game 3,6/20/2022,19.47
hi1ErLiMLDP0HWvMqLKv6g==,game 3,7/24/2022,30.15
wDXJbTe2RLmAMKsPm5zZDg==,game 3,5/23/2022,17.97
dpfu6t8G4blqMn55KM8bSg==,game 3,11/6/2022,17.79
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,11/25/2022,19.74
dVTYjVpXbOM/sOgCq4CV0g==,game 3,10/21/2022,16.29
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,6/8/2022,24.24
ZeMBdi9hmR0vUv+lyZiypQ==,game 3,3/29/2022,13.32
nNZDz4XCOjUv0OfYF+AAGg==,game 3,9/18/2022,23.43
mY631USB1Y3/I1dHNhoEyA==,game 3,12/24/2022,15.9
9U26VpwYC1aliSUokeNK6A==,game 3,12/5/2022,14.34
urYfKANRgMuaQO9lQnBgnQ==,game 3,7/4/2022,22.35
zmZPan/KZoyrIR2r/SvLdA==,game 3,5/13/2022,19.77
1KzlDBp5hORL7Y5PBaB+0g==,game 3,9/27/2022,18.42
bBOj8UKjraXzMIPrGBdCrQ==,game 3,11/12/2022,15.69
MRcEXu/KG95hsIyJM/816A==,game 3,10/16/2022,13.32
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,6/7/2022,29.64
RQBsCvxlogTNUidSygqgcQ==,game 3,11/2/2022,14.4
XqdSNtx2TLDI6FMex45KTw==,game 3,9/5/2022,18.54
orbgZNBGuhZZx63HTAbyIw==,game 3,5/10/2022,27.12
RiIlY436bXNX8MIW9vUaAQ==,game 3,8/22/2022,12.03
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,8/25/2022,19.53
e/6IajqZ922YY1rh2ErMJQ==,game 3,11/13/2022,19.2
V1hFT6jms7MK4yi6EFdt6A==,game 3,9/21/2022,14.76
BOcGlFXXESDUbttxDzQIQw==,game 3,12/11/2022,16.89
gPRMy8HkmaiyX+13OxuP/A==,game 3,7/26/2022,22.98
xSi5UajdkNHXppWOTm6g8w==,game 3,9/26/2022,18.39
bF11PeUgiQ6ebhHTaDNDJA==,game 3,10/19/2022,18.78
geIiJ1L04w2qAE0qzQUb2g==,game 3,7/16/2022,26.01
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,12/28/2022,26.16
lJW2nxFOiXDfsmSrwGsFQw==,game 3,9/7/2022,16.89
7vnYIRqjBNlAyBbtPg02tQ==,game 3,10/13/2022,23.1
DorDcyqBWMg5IEaflqn5Xw==,game 3,12/29/2022,12.12
8ncYOMYXeKDelzX40EnuLA==,game 3,12/4/2022,17.16
AN9at3LlvDamqXq8dvHD4w==,game 3,3/7/2022,16.59
xiXTXOEbWU+HnGOUmgc9/w==,game 3,3/23/2022,24.18
YC2fZQTQXV2UR1/WHDrVqw==,game 3,11/12/2022,22.26
+XPKfmhBmI2NdGQ96Iaysg==,game 3,12/30/2022,12.9
RiIlY436bXNX8MIW9vUaAQ==,game 3,12/27/2022,15.15
eoqO46DzxSrKA2rredUNyQ==,game 3,10/17/2022,15.24
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,9/14/2022,16.35
BDvlXttM/hbupcLic+5ZWg==,game 3,9/21/2022,29.07
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,8/30/2022,30.6
RUjQVs2C+H0ejG0h7x1f5A==,game 3,8/3/2022,22.44
GOl6BQXsy0zvbvIWIoKEQw==,game 3,7/12/2022,13.98
4EiWC2ewiX2A7i9NuBAefQ==,game 3,9/29/2022,18.69
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,5/11/2022,19.65
ORSvkhCut21rsk0cVtJfJA==,game 3,9/15/2022,39.42
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,7/3/2022,24.03
zmZPan/KZoyrIR2r/SvLdA==,game 3,5/30/2022,12.15
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,6/19/2022,20.22
7EPlnA7OQ9MhMx+od6FA9g==,game 3,3/4/2022,19.29
s27V1tbCAysovKSY1XcdWQ==,game 3,5/10/2022,12.15
juwM8fLyplCQTgKTP8dJgQ==,game 3,10/28/2022,14.49
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,11/21/2022,24.39
7zai/c69uF/NhB95HgKuYw==,game 3,9/23/2022,13.2
HWpnvfSvYzUsQCcCKhetIg==,game 3,8/1/2022,17.94
r9AjQVS2nstu5lpVmDlihA==,game 3,12/8/2022,25.77
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,6/30/2022,17.76
7GE5h/3N3lcro3K9T3aujw==,game 3,6/18/2022,21.84
iFFApiXZ2wPdS666BLpKZw==,game 3,6/1/2022,14.4
DorDcyqBWMg5IEaflqn5Xw==,game 3,8/11/2022,17.04
4btLP2zvi8eBV0t08fdkKQ==,game 3,12/1/2022,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,12/14/2022,16.02
ZmjMhgyYl6o8iFq964FEWg==,game 3,6/7/2022,20.01
7SeM1pmnTTTXfhI+x3ldng==,game 3,5/28/2022,14.4
omF221BxDxXFh233yUEVeQ==,game 3,12/24/2022,22.8
RiIlY436bXNX8MIW9vUaAQ==,game 3,9/13/2022,25.44
HZqx1XVZ1mb7lM9T61x+DA==,game 3,4/15/2022,14.61
Bcs3CbYx2EpbL9otxlEUmg==,game 3,6/5/2022,14.91
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,10/30/2022,13.68
TamEW7rhOwxDSDgAWZHDnQ==,game 3,11/24/2022,15.18
MJrNeNCAIVBe/OSRGhrelw==,game 3,10/13/2022,15.78
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,7/4/2022,19.86
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,9/18/2022,15.63
B4b6v6eUHvAVOeAQk6EEiw==,game 3,4/12/2022,30.27
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,9/12/2022,14.82
7GE5h/3N3lcro3K9T3aujw==,game 3,5/9/2022,21.63
7zai/c69uF/NhB95HgKuYw==,game 3,7/21/2022,13.17
6We7zBO7mVbNxGEl/xPKVg==,game 3,10/10/2022,58.89
4btLP2zvi8eBV0t08fdkKQ==,game 3,5/10/2022,16.41
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,10/28/2022,15.48
2onLVyXEEj2aH+D4N9ldYQ==,game 3,11/26/2022,22.68
ildaqkizLaFesmkjCvlzmQ==,game 3,9/5/2022,28.47
GeLWEsTiQ25xFxDGxLyEJg==,game 3,12/12/2022,16.5
J6WNl39fdxaY8ZtvV8wNkw==,game 3,5/6/2022,24.99
WDsSR+yQGqoMMBfCxqkZlw==,game 3,10/9/2022,20.49
yZ1P1v1eYIbyD5wRy0chGw==,game 3,10/8/2022,17.64
7vnYIRqjBNlAyBbtPg02tQ==,game 3,10/31/2022,23.1
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,7/11/2022,19.17
SwiAKdzn0b+A4XegM5x0Hw==,game 3,12/30/2022,23.55
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,9/5/2022,14.94
wA+Rd++M6EKUppqQeb+pTw==,game 3,11/14/2022,18.93
wDXJbTe2RLmAMKsPm5zZDg==,game 3,6/21/2022,27.99
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,10/5/2022,28.44
wDXJbTe2RLmAMKsPm5zZDg==,game 3,6/27/2022,26.52
yH7KH2AG/PGgQiNV7uTTGg==,game 3,10/31/2022,19.44
o55dseByUOl9s5IQCz1kuQ==,game 3,4/18/2022,13.74
7RkS5ikrXwWByJobMXv2sA==,game 3,10/25/2022,25.89
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,8/27/2022,27.54
6We7zBO7mVbNxGEl/xPKVg==,game 3,7/3/2022,21.48
AuJNw7SH8b7lM4j46bNr8A==,game 3,11/5/2022,18.84
AN9at3LlvDamqXq8dvHD4w==,game 3,10/9/2022,13.83
HWpnvfSvYzUsQCcCKhetIg==,game 3,10/4/2022,18.9
hi1ErLiMLDP0HWvMqLKv6g==,game 3,9/29/2022,31.47
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,8/30/2022,26.61
xSi5UajdkNHXppWOTm6g8w==,game 3,10/1/2022,32.25
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,5/10/2022,22.89
sCKPcG1GIuOo593nRuu1Cw==,game 3,12/26/2022,34.71
fDgyPW0yy0+9ietMvl0vmA==,game 3,6/2/2022,19.98
