user_id,game_name,lifetime_days,payment_month,first_payment_month,mrr,new_paid_users,new_mrr,churned_users,churned_revenue,expansion_revenue,contraction_revenue,language,old_device,age
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-11-01,2022-03-01,84.15,0,,,,46.71,,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-12-01,2022-03-01,15.99,0,,1,15.99,,-68.16,ru,false,22
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-07-01,2022-07-01,31.59,1,31.59,,,,,uk,false,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-08-01,2022-07-01,82.08,0,,,,50.49,,uk,false,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-09-01,2022-07-01,73.29,0,,,,,-8.79,uk,false,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-10-01,2022-07-01,158.16,0,,,,84.87,,uk,false,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-11-01,2022-07-01,23.49,0,,,,,-134.67,uk,false,21
7vnYIRqjBNlAyBbtPg02tQ==,game 3,158,2022-12-01,2022-07-01,47.31,0,,1,47.31,23.82,,uk,false,21
7YaJfLI3RPGUEN2esrQxsQ==,game 3,89,2022-09-01,2022-09-01,35.28,1,35.28,1,35.28,,,ru,false,15
7YaJfLI3RPGUEN2esrQxsQ==,game 3,89,2022-12-01,2022-09-01,26.67,0,,1,26.67,,,ru,false,15
7zai/c69uF/NhB95HgKuYw==,game 3,130,2022-07-01,2022-07-01,62.25,1,62.25,,,,,uk,false,16
7zai/c69uF/NhB95HgKuYw==,game 3,130,2022-08-01,2022-07-01,75.15,0,,,,12.90,,uk,false,16
7zai/c69uF/NhB95HgKuYw==,game 3,130,2022-09-01,2022-07-01,48.48,0,,,,,-26.67,uk,false,16
7zai/c69uF/NhB95HgKuYw==,game 3,130,2022-10-01,2022-07-01,22.77,0,,,,,-25.71,uk,false,16
7zai/c69uF/NhB95HgKuYw==,game 3,130,2022-11-01,2022-07-01,41.04,0,,1,41.04,18.27,,uk,false,16
7zbxKst2yi3pfdVI8iEChw==,game 3,259,2022-04-01,2022-04-01,23.31,1,23.31,1,23.31,,,ru,false,15
7zbxKst2yi3pfdVI8iEChw==,game 3,259,2022-06-01,2022-04-01,13.05,0,,1,13.05,,,ru,false,15
7zbxKst2yi3pfdVI8iEChw==,game 3,259,2022-08-01,2022-04-01,18.3,0,,1,18.3,,,ru,false,15
7zbxKst2yi3pfdVI8iEChw==,game 3,259,2022-12-01,2022-04-01,13.05,0,,1,13.05,,,ru,false,15
8ncYOMYXeKDelzX40EnuLA==,game 3,179,2022-07-01,2022-07-01,86.94,1,86.94,,,,,uk,false,19
8ncYOMYXeKDelzX40EnuLA==,game 3,179,2022-08-01,2022-07-01,158.76,0,,,,71.82,,uk,false,19
8ncYOMYXeKDelzX40EnuLA==,game 3,179,2022-09-01,2022-07-01,35.61,0,,1,35.61,,-123.15,uk,false,19
8ncYOMYXeKDelzX40EnuLA==,game 3,179,2022-11-01,2022-07-01,33.57,0,,,,,,uk,false,19
8ncYOMYXeKDelzX40EnuLA==,game 3,179,2022-12-01,2022-07-01,117.96,0,,1,117.96,84.39,,uk,false,19
8TTRdxncZg7Nl0tvfwsZng==,game 3,0,2022-05-01,2022-05-01,14.25,1,14.25,1,14.25,,,uk,false,30
99X4aLWWjAIgmlXjrXQIgg==,game 3,0,2022-03-01,2022-03-01,16.98,1,16.98,1,16.98,,,ru,false,22
9I0ppB2UxsJPIO8BpHQfEw==,game 3,23,2022-10-01,2022-10-01,16.17,1,16.17,,,,,uk,false,26
9I0ppB2UxsJPIO8BpHQfEw==,game 3,23,2022-11-01,2022-10-01,26.76,0,,1,26.76,10.59,,uk,false,26
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-05-01,2022-05-01,12.48,1,12.48,,,,,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-06-01,2022-05-01,88.08,0,,,,75.60,,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-07-01,2022-05-01,120.75,0,,,,32.67,,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-08-01,2022-05-01,46.29,0,,,,,-74.46,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-09-01,2022-05-01,15.63,0,,,,,-30.66,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-10-01,2022-05-01,17.37,0,,,,1.74,,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-11-01,2022-05-01,71.52,0,,,,54.15,,ru,false,24
9IWUQ1iWPfYSSN2tWuVqMQ==,game 3,221,2022-12-01,2022-05-01,30.12,0,,1,30.12,,-41.40,ru,false,24
9U26VpwYC1aliSUokeNK6A==,game 3,30,2022-11-01,2022-11-01,53.07,1,53.07,,,,,uk,false,34
9U26VpwYC1aliSUokeNK6A==,game 3,30,2022-12-01,2022-11-01,14.34,0,,1,14.34,,-38.73,uk,false,34
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-03-01,2022-03-01,45.27,1,45.27,,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-04-01,2022-03-01,13.95,0,,1,13.95,,-31.32,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-06-01,2022-03-01,107.40,0,,,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-07-01,2022-03-01,64.44,0,,,,,-42.96,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-08-01,2022-03-01,15.21,0,,,,,-49.23,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-09-01,2022-03-01,19.56,0,,,,4.35,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,237,2022-10-01,2022-03-01,65.43,0,,1,65.43,45.87,,uk,false,24
A6QTeGOKjaGkGkRCFqNybw==,game 3,27,2022-08-01,2022-08-01,43.86,1,43.86,1,43.86,,,ru,false,33
A8lK1Lccnv65sGqBkfP2iw==,game 3,0,2022-12-01,2022-12-01,16.08,1,16.08,1,16.08,,,uk,false,15
ABuPH1LovAomZwU+2iw0Lw==,game 3,148,2022-08-01,2022-08-01,51.00,1,51.00,,,,,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,148,2022-09-01,2022-08-01,19.56,0,,1,19.56,,-31.44,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,148,2022-11-01,2022-08-01,105.99,0,,,,,,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,148,2022-12-01,2022-08-01,47.10,0,,1,47.10,,-58.89,uk,false,18
an5Xsrpir8vvhTb50gnppQ==,game 3,0,2022-05-01,2022-05-01,15.51,1,15.51,1,15.51,,,uk,false,43
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-07-01,2022-07-01,45.03,1,45.03,,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-08-01,2022-07-01,90.99,0,,,,45.96,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-09-01,2022-07-01,47.52,0,,,,,-43.47,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-10-01,2022-07-01,18.9,0,,,,,-28.62,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-11-01,2022-07-01,61.29,0,,,,42.39,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,139,2022-12-01,2022-07-01,17.61,0,,1,17.61,,-43.68,uk,false,23
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-03-01,2022-03-01,42.03,1,42.03,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-04-01,2022-03-01,64.50,0,,,,22.47,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-05-01,2022-03-01,66.57,0,,,,2.07,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-06-01,2022-03-01,18.99,0,,,,,-47.58,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-07-01,2022-03-01,13.71,0,,,,,-5.28,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-08-01,2022-03-01,43.23,0,,,,29.52,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-09-01,2022-03-01,63.93,0,,,,20.70,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-10-01,2022-03-01,13.83,0,,,,,-50.10,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-11-01,2022-03-01,68.97,0,,,,55.14,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,294,2022-12-01,2022-03-01,59.94,0,,1,59.94,,-9.03,ru,false,24
/ANyXfGUGtUS/bPw0/nW/w==,game 3,1,2022-11-01,2022-11-01,33.06,1,33.06,1,33.06,,,uk,false,28
aQDvOXzsDAJWi3Y47ptRPg==,game 3,39,2022-04-01,2022-04-01,15.21,1,15.21,,,,,ru,false,20
aQDvOXzsDAJWi3Y47ptRPg==,game 3,39,2022-05-01,2022-04-01,39.30,0,,,,24.09,,ru,false,20
aQDvOXzsDAJWi3Y47ptRPg==,game 3,39,2022-06-01,2022-04-01,19.08,0,,1,19.08,,-20.22,ru,false,20
aujnuJ9eBYK+yGF15TtUkw==,game 2,47,2022-09-01,2022-09-01,33.57,1,33.57,,,,,en,false,35
aujnuJ9eBYK+yGF15TtUkw==,game 2,47,2022-10-01,2022-09-01,12.69,0,,1,12.69,,-20.88,en,false,35
AuJNw7SH8b7lM4j46bNr8A==,game 3,77,2022-09-01,2022-09-01,18.33,1,18.33,,,,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,77,2022-10-01,2022-09-01,25.77,0,,,,7.44,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,77,2022-11-01,2022-09-01,122.97,0,,,,97.20,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,77,2022-12-01,2022-09-01,32.79,0,,1,32.79,,-90.18,en,false,28
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,33,2022-10-01,2022-10-01,69.90,1,69.90,,,,,ru,false,16
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,33,2022-11-01,2022-10-01,43.08,0,,1,43.08,,-26.82,ru,false,16
b3TBQFxyCxxypmPajF+jXw==,game 3,75,2022-03-01,2022-03-01,13.98,1,13.98,,,,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,75,2022-04-01,2022-03-01,14.82,0,,,,0.84,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,75,2022-05-01,2022-03-01,28.68,0,,,,13.86,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,75,2022-06-01,2022-03-01,71.31,0,,1,71.31,42.63,,uk,true,15
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-03-01,2022-03-01,15.3,1,15.3,,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-04-01,2022-03-01,63.60,0,,1,63.60,48.30,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-06-01,2022-03-01,96.33,0,,,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-07-01,2022-03-01,20.79,0,,,,,-75.54,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-08-01,2022-03-01,64.80,0,,,,44.01,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-09-01,2022-03-01,44.67,0,,,,,-20.13,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-10-01,2022-03-01,59.28,0,,1,59.28,14.61,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,255,2022-12-01,2022-03-01,20.64,0,,1,20.64,,,ru,false,23
B4tGKx0IrkPGAUEnO6mMNA==,game 3,9,2022-11-01,2022-11-01,55.08,1,55.08,,,,,uk,false,19
B4tGKx0IrkPGAUEnO6mMNA==,game 3,9,2022-12-01,2022-11-01,14.37,0,,1,14.37,,-40.71,uk,false,19
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-05-01,2022-05-01,94.11,1,94.11,,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-06-01,2022-05-01,41.07,0,,,,,-53.04,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-07-01,2022-05-01,15.21,0,,,,,-25.86,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-08-01,2022-05-01,73.38,0,,,,58.17,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-09-01,2022-05-01,18.24,0,,,,,-55.14,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-10-01,2022-05-01,46.20,0,,,,27.96,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-11-01,2022-05-01,102.18,0,,,,55.98,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,242,2022-12-01,2022-05-01,42.21,0,,1,42.21,,-59.97,ru,false,17
B7ziVc7jLVg/+snNIp3hLQ==,game 3,0,2022-07-01,2022-07-01,13.71,1,13.71,1,13.71,,,uk,false,19
b85g/xLxpBpMH/joxym4fA==,game 3,19,2022-11-01,2022-11-01,26.94,1,26.94,1,26.94,,,uk,false,28
B8zuTsAC2iJ98u2nlv/fUw==,game 3,163,2022-05-01,2022-05-01,39.96,1,39.96,1,39.96,,,uk,true,21
B8zuTsAC2iJ98u2nlv/fUw==,game 3,163,2022-10-01,2022-05-01,56.28,0,,1,56.28,,,uk,true,21
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,71,2022-10-01,2022-10-01,37.08,1,37.08,,,,,ru,false,17
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,71,2022-11-01,2022-10-01,53.07,0,,,,15.99,,ru,false,17
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,71,2022-12-01,2022-10-01,121.41,0,,1,121.41,68.34,,ru,false,17
bBOj8UKjraXzMIPrGBdCrQ==,game 3,119,2022-08-01,2022-08-01,27.60,1,27.60,,,,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,119,2022-09-01,2022-08-01,29.07,0,,,,1.47,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,119,2022-10-01,2022-08-01,12.21,0,,,,,-16.86,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,119,2022-11-01,2022-08-01,15.69,0,,,,3.48,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,119,2022-12-01,2022-08-01,39.48,0,,1,39.48,23.79,,uk,false,28
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-03-01,2022-03-01,89.22,1,89.22,1,89.22,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-05-01,2022-03-01,30.72,0,,,,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-06-01,2022-03-01,31.38,0,,,,0.66,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-07-01,2022-03-01,106.59,0,,,,75.21,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-08-01,2022-03-01,73.38,0,,,,,-33.21,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-09-01,2022-03-01,76.02,0,,,,2.64,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,237,2022-10-01,2022-03-01,96.84,0,,1,96.84,20.82,,uk,true,18
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-05-01,2022-05-01,12.93,1,12.93,,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-06-01,2022-05-01,46.53,0,,1,46.53,33.60,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-08-01,2022-05-01,13.59,0,,,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-09-01,2022-05-01,41.55,0,,,,27.96,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-10-01,2022-05-01,12.9,0,,,,,-28.65,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-11-01,2022-05-01,58.98,0,,,,46.08,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,203,2022-12-01,2022-05-01,13.5,0,,1,13.5,,-45.48,uk,false,29
BE42Fj9cBAbbch80IpA8Dw==,game 3,76,2022-09-01,2022-09-01,15.57,1,15.57,,,,,uk,false,30
BE42Fj9cBAbbch80IpA8Dw==,game 3,76,2022-10-01,2022-09-01,47.22,0,,,,31.65,,uk,false,30
BE42Fj9cBAbbch80IpA8Dw==,game 3,76,2022-11-01,2022-09-01,53.52,0,,1,53.52,6.30,,uk,false,30
bF11PeUgiQ6ebhHTaDNDJA==,game 3,0,2022-10-01,2022-10-01,18.78,1,18.78,1,18.78,,,ru,false,33
BH4aptg763J0WNnw0OS9hw==,game 3,0,2022-07-01,2022-07-01,15.21,1,15.21,1,15.21,,,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,143,2022-04-01,2022-04-01,30.66,1,30.66,1,30.66,,,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,143,2022-06-01,2022-04-01,113.76,0,,1,113.76,,,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,143,2022-09-01,2022-04-01,21.51,0,,1,21.51,,,ru,false,18
BLnx9pj0y+SVkckLR/01qw==,game 3,104,2022-09-01,2022-09-01,41.55,1,41.55,,,,,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,104,2022-10-01,2022-09-01,85.20,0,,,,43.65,,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,104,2022-11-01,2022-09-01,43.92,0,,,,,-41.28,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,104,2022-12-01,2022-09-01,14.37,0,,1,14.37,,-29.55,uk,false,25
BOcGlFXXESDUbttxDzQIQw==,game 3,125,2022-08-01,2022-08-01,88.29,1,88.29,,,,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,125,2022-09-01,2022-08-01,99.45,0,,,,11.16,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,125,2022-10-01,2022-08-01,58.14,0,,,,,-41.31,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,125,2022-11-01,2022-08-01,27.42,0,,,,,-30.72,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,125,2022-12-01,2022-08-01,16.89,0,,1,16.89,,-10.53,uk,false,32
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-05-01,2022-05-01,65.73,1,65.73,,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-06-01,2022-05-01,46.20,0,,,,,-19.53,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-07-01,2022-05-01,12.9,0,,,,,-33.30,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-08-01,2022-05-01,35.79,0,,1,35.79,22.89,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-10-01,2022-05-01,27.00,0,,,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-11-01,2022-05-01,49.92,0,,,,22.92,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,210,2022-12-01,2022-05-01,27.42,0,,1,27.42,,-22.50,uk,true,14
bZDMuXKM3RFajmZa/yIpsw==,game 3,99,2022-09-01,2022-09-01,14.55,1,14.55,,,,,uk,false,23
bZDMuXKM3RFajmZa/yIpsw==,game 3,99,2022-10-01,2022-09-01,91.83,0,,1,91.83,77.28,,uk,false,23
bZDMuXKM3RFajmZa/yIpsw==,game 3,99,2022-12-01,2022-09-01,80.58,0,,1,80.58,,,uk,false,23
c5qsNfxhW80Ws3aBXDa1nA==,game 3,128,2022-08-01,2022-08-01,15.78,1,15.78,,,,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,128,2022-09-01,2022-08-01,71.82,0,,,,56.04,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,128,2022-10-01,2022-08-01,83.16,0,,,,11.34,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,128,2022-11-01,2022-08-01,26.16,0,,,,,-57.00,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,128,2022-12-01,2022-08-01,14.28,0,,1,14.28,,-11.88,uk,false,18
C6w5XTf8lIfc+VFmC7/bVw==,game 3,149,2022-07-01,2022-07-01,14.25,1,14.25,1,14.25,,,uk,false,40
C6w5XTf8lIfc+VFmC7/bVw==,game 3,149,2022-11-01,2022-07-01,29.22,0,,,,,,uk,false,40
C6w5XTf8lIfc+VFmC7/bVw==,game 3,149,2022-12-01,2022-07-01,25.83,0,,1,25.83,,-3.39,uk,false,40
Cabfx2Uhcg6oOXYHLUa+rg==,game 3,0,2022-10-01,2022-10-01,18.84,1,18.84,1,18.84,,,uk,true,15
CCwTMcGtpirFFuqzSeTyaQ==,game 3,33,2022-03-01,2022-03-01,15.84,1,15.84,,,,,uk,false,18
CCwTMcGtpirFFuqzSeTyaQ==,game 3,33,2022-04-01,2022-03-01,20.76,0,,1,20.76,4.92,,uk,false,18
cDaRA0l0GtU4VtTO/DSe1g==,game 3,22,2022-11-01,2022-11-01,33.33,1,33.33,1,33.33,,,uk,false,21
cf1ykPUohKTUjtI6cAMhVw==,game 2,0,2022-10-01,2022-10-01,12.24,1,12.24,1,12.24,,,ru,true,21
cf5XFmP0Lfqw6irFBYfWwQ==,game 3,33,2022-11-01,2022-11-01,32.25,1,32.25,,,,,uk,false,19
cf5XFmP0Lfqw6irFBYfWwQ==,game 3,33,2022-12-01,2022-11-01,21.03,0,,1,21.03,,-11.22,uk,false,19
CfgvA7ntuRJL/qdscwgMVw==,game 3,106,2022-09-01,2022-09-01,43.83,1,43.83,1,43.83,,,ru,false,24
CfgvA7ntuRJL/qdscwgMVw==,game 3,106,2022-11-01,2022-09-01,56.40,0,,,,,,ru,false,24
CfgvA7ntuRJL/qdscwgMVw==,game 3,106,2022-12-01,2022-09-01,60.15,0,,1,60.15,3.75,,ru,false,24
cjAwQwy//1xm2O5pNRveqw==,game 3,59,2022-10-01,2022-10-01,74.28,1,74.28,,,,,ru,false,22
cjAwQwy//1xm2O5pNRveqw==,game 3,59,2022-11-01,2022-10-01,84.24,0,,,,9.96,,ru,false,22
cjAwQwy//1xm2O5pNRveqw==,game 3,59,2022-12-01,2022-10-01,12.63,0,,1,12.63,,-71.61,ru,false,22
cOCixiBbcAHemYgbNdoTcw==,game 3,152,2022-07-01,2022-07-01,68.04,1,68.04,1,68.04,,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,152,2022-09-01,2022-07-01,42.81,0,,,,,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,152,2022-10-01,2022-07-01,66.09,0,,,,23.28,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,152,2022-11-01,2022-07-01,82.68,0,,,,16.59,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,152,2022-12-01,2022-07-01,15.39,0,,1,15.39,,-67.29,uk,false,20
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,14,2022-12-01,2022-12-01,38.10,1,38.10,1,38.10,,,uk,false,14
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-05-01,2022-05-01,93.99,1,93.99,,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-06-01,2022-05-01,29.97,0,,,,,-64.02,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-07-01,2022-05-01,107.25,0,,,,77.28,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-08-01,2022-05-01,40.47,0,,,,,-66.78,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-09-01,2022-05-01,51.57,0,,,,11.10,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-10-01,2022-05-01,21.24,0,,,,,-30.33,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-11-01,2022-05-01,48.87,0,,,,27.63,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,219,2022-12-01,2022-05-01,30.00,0,,1,30.00,,-18.87,uk,false,16
cv6g2/jSkR+FwO58WY85DQ==,game 3,130,2022-08-01,2022-08-01,55.47,1,55.47,,,,,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,130,2022-09-01,2022-08-01,30.72,0,,1,30.72,,-24.75,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,130,2022-11-01,2022-08-01,23.28,0,,,,,,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,130,2022-12-01,2022-08-01,24.3,0,,1,24.3,1.02,,uk,false,20
D0sawvsyqnyUMXNy+aXo7Q==,game 3,82,2022-10-01,2022-10-01,72.69,1,72.69,1,72.69,,,uk,false,19
D0sawvsyqnyUMXNy+aXo7Q==,game 3,82,2022-12-01,2022-10-01,48.18,0,,1,48.18,,,uk,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,135,2022-08-01,2022-08-01,42.60,1,42.60,,,,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,135,2022-09-01,2022-08-01,26.64,0,,,,,-15.96,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,135,2022-10-01,2022-08-01,60.12,0,,,,33.48,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,135,2022-11-01,2022-08-01,57.24,0,,,,,-2.88,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,135,2022-12-01,2022-08-01,102.57,0,,1,102.57,45.33,,ru,false,19
D9Bdgp+w/syZMU61LudzFQ==,game 3,40,2022-08-01,2022-08-01,16.41,1,16.41,,,,,uk,false,19
D9Bdgp+w/syZMU61LudzFQ==,game 3,40,2022-09-01,2022-08-01,21.06,0,,1,21.06,4.65,,uk,false,19
dAiAPbpgrBYKg4Rn7nbu4g==,game 3,0,2022-11-01,2022-11-01,20.85,1,20.85,1,20.85,,,uk,false,34
DAMO0tILVRlXZhYONdvs0Q==,game 3,144,2022-06-01,2022-06-01,53.55,1,53.55,,,,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,144,2022-07-01,2022-06-01,53.31,0,,,,,-0.24,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,144,2022-08-01,2022-06-01,48.21,0,,,,,-5.10,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,144,2022-09-01,2022-06-01,54.15,0,,,,5.94,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,144,2022-10-01,2022-06-01,70.62,0,,1,70.62,16.47,,uk,false,15
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,175,2022-04-01,2022-04-01,60.57,1,60.57,,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,175,2022-05-01,2022-04-01,31.2,0,,,,,-29.37,uk,false,21
